"","TF","TG"
"1","Aca1p","IRC3"
"2","Ace2p","AMN1"
"3","Ace2p","DSE1"
"4","Ace2p","SCW11"
"5","Ace2p","BUD9"
"6","Ace2p","DSE2"
"7","Ace2p","PRY3"
"8","Ace2p","PIR1"
"9","Ace2p","ASH1"
"10","Ace2p","SIC1"
"11","Ace2p","CTS1"
"12","Ace2p","NIS1"
"13","Ace2p","EGT2"
"14","Ace2p","DSE4"
"15","Ace2p","DSE3"
"16","Ace2p","AIM44"
"17","Ace2p","ICS2"
"18","Ace2p","PST1"
"19","Ace2p","ICP55"
"20","Ace2p","YER152C"
"21","Ace2p","OXA1"
"22","Ace2p","GAT1"
"23","Ace2p","FRS2"
"24","Ace2p","KSS1"
"25","Ace2p","YHB1"
"26","Ace2p","CHS7"
"27","Ace2p","HSP150"
"28","Ace2p","TAH11"
"29","Ace2p","RPS4A"
"30","Ace2p","YJR146W"
"31","Ace2p","HMS2"
"32","Ace2p","BAT2"
"33","Ace2p","UTH1"
"34","Ace2p","RPS30A"
"35","Ace2p","MRPL4"
"36","Ace2p","WTM1"
"37","Adr1p","ACS1"
"38","Adr1p","ACH1"
"39","Adr1p","TIP1"
"40","Adr1p","ADY2"
"41","Adr1p","DLD1"
"42","Adr1p","SED1"
"43","Adr1p","GIS1"
"44","Adr1p","CTA1"
"45","Adr1p","HXT6"
"46","Adr1p","ATO3"
"47","Adr1p","STL1"
"48","Adr1p","UTR5"
"49","Adr1p","PRB1"
"50","Adr1p","FAA2"
"51","Adr1p","GIP2"
"52","Adr1p","SPI1"
"53","Adr1p","HSP12"
"54","Adr1p","MDJ1"
"55","Adr1p","POX1"
"56","Adr1p","YGR067C"
"57","Adr1p","SPG1"
"58","Adr1p","GUT1"
"59","Adr1p","RGI2"
"60","Adr1p","GUT2"
"61","Adr1p","POT1"
"62","Adr1p","RPR2"
"63","Adr1p","UBX6"
"64","Adr1p","TES1"
"65","Adr1p","BAT2"
"66","Adr1p","FAT3"
"67","Adr1p","PXA2"
"68","Adr1p","JEN1"
"69","Adr1p","FOX2"
"70","Adr1p","YKR075C"
"71","Adr1p","PDR8"
"72","Adr1p","ECI1"
"73","Adr1p","ATG39"
"74","Adr1p","NMA1"
"75","Adr1p","FBP1"
"76","Adr1p","CAR2"
"77","Adr1p","CAT2"
"78","Adr1p","CYB2"
"79","Adr1p","MSC1"
"80","Adr1p","HXT2"
"81","Adr1p","SPG4"
"82","Adr1p","ICY1"
"83","Adr1p","ADH2"
"84","Adr1p","UBP15"
"85","Adr1p","NCE103"
"86","Adr1p","MLS1"
"87","Adr1p","YNL194C"
"88","Adr1p","ADH1"
"89","Adr1p","MDH2"
"90","Adr1p","PEX11"
"91","Adr1p","LPX1"
"92","Adr1p","GAC1"
"93","Adr1p","FSF1"
"94","Adr1p","TPO4"
"95","Adr1p","FAA1"
"96","Adr1p","PUT4"
"97","Adr1p","ALD4"
"98","Adr1p","LSP1"
"99","Adr1p","SWI1"
"100","Adr1p","ALD6"
"101","Adr1p","ISU1"
"102","Adr1p","CSM4"
"103","Adr1p","YIG1"
"104","Adr1p","USV1"
"105","Adr1p","DIP5"
"106","Adr1p","CIT3"
"107","Adr1p","ICL2"
"108","Adr1p","NCE102"
"109","Adr1p","SUE1"
"110","Adr1p","PIP2"
"111","Adr1p","ECM1"
"112","Adr1p","SDS24"
"113","Adr1p","YGR035C"
"114","Adr1p","PPT1"
"115","Adr1p","SDA1"
"116","Adr1p","OM45"
"117","Adr1p","CSS1"
"118","Adr1p","YLR252W"
"119","Adr1p","TRM11"
"120","Adr1p","HPF1"
"121","Adr1p","PXA1"
"122","Adr1p","RPA135"
"123","Adr1p","SPS19"
"124","Aft1p","FTR1"
"125","Aft1p","FET3"
"126","Aft1p","FTH1"
"127","Aft1p","PCS60"
"128","Aft1p","PRP5"
"129","Aft1p","AAD3"
"130","Aft1p","MRP10"
"131","Aft1p","PPH22"
"132","Aft1p","NOP6"
"133","Aft1p","CCC2"
"134","Aft1p","RMT2"
"135","Aft1p","UBC8"
"136","Aft1p","PRB1"
"137","Aft1p","SIT1"
"138","Aft1p","YER156C"
"139","Aft1p","AFT1"
"140","Aft1p","YGL088W"
"141","Aft1p","PRP43"
"142","Aft1p","PAC10"
"143","Aft1p","HGH1"
"144","Aft1p","MIC26"
"145","Aft1p","MPC3"
"146","Aft1p","ARN1"
"147","Aft1p","ARN2"
"148","Aft1p","YHR138C"
"149","Aft1p","NMD3"
"150","Aft1p","MET5"
"151","Aft1p","RRP14"
"152","Aft1p","APE1"
"153","Aft1p","MRS4"
"154","Aft1p","FRE6"
"155","Aft1p","YCT1"
"156","Aft1p","RPL22A"
"157","Aft1p","TIS11"
"158","Aft1p","FRE1"
"159","Aft1p","CSR1"
"160","Aft1p","COX14"
"161","Aft1p","GCV2"
"162","Aft1p","CAT8"
"163","Aft1p","FET4"
"164","Aft1p","YMR320W"
"165","Aft1p","CYB5"
"166","Aft1p","PSD1"
"167","Aft1p","PRM1"
"168","Aft1p","YNR014W"
"169","Aft1p","FRE4"
"170","Aft1p","RPB11"
"171","Aft1p","ENB1"
"172","Aft1p","SFM1"
"173","Aft1p","ADE2"
"174","Aft1p","SMP3"
"175","Aft1p","COT1"
"176","Aft1p","FIT2"
"177","Aft1p","FIT3"
"178","Aft1p","FRE5"
"179","Aft1p","CTF19"
"180","Aft1p","VTC3"
"181","Aft1p","GUP2"
"182","Aft1p","APL5"
"183","Aft1p","ATH1"
"184","Aft1p","NHP6A"
"185","Aft1p","CLB2"
"186","Aft1p","FRE2"
"187","Aft1p","DDL1"
"188","Aft2p","FTH1"
"189","Aft2p","FIT1"
"190","Aft2p","UBC8"
"191","Aft2p","PRB1"
"192","Aft2p","YER079W"
"193","Aft2p","FTR1"
"194","Aft2p","FET5"
"195","Aft2p","OLE1"
"196","Aft2p","XBP1"
"197","Aft2p","APE1"
"198","Aft2p","MRS4"
"199","Aft2p","RIX7"
"200","Aft2p","SMF3"
"201","Aft2p","TIS11"
"202","Aft2p","YLR140W"
"203","Aft2p","HCR1"
"204","Aft2p","FRE1"
"205","Aft2p","RHO2"
"206","Aft2p","ATX1"
"207","Aft2p","ENB1"
"208","Aft2p","ISU2"
"209","Aft2p","FIT3"
"210","Aft2p","FRE5"
"211","Aft2p","YPL034W"
"212","Aft2p","ISU1"
"213","Aft2p","PRM4"
"214","Aft2p","FET3"
"215","Arg80p","ARG1"
"216","Arg80p","GCD11"
"217","Arg80p","ARG5,6"
"218","Arg80p","ARG3"
"219","Arg80p","HSP104"
"220","Arg80p","ARG8"
"221","Arg80p","NOC2"
"222","Arg80p","YOR302W"
"223","Arg80p","CPA1"
"224","Arg80p","CAR2"
"225","Arg80p","CAR1"
"226","Arg81p","ARG1"
"227","Arg81p","YDL176W"
"228","Arg81p","TVP23"
"229","Arg81p","PEX5"
"230","Arg81p","ARG5,6"
"231","Arg81p","TIP20"
"232","Arg81p","OYE2"
"233","Arg81p","ARG3"
"234","Arg81p","RHO4"
"235","Arg81p","ARG81"
"236","Arg81p","ARG8"
"237","Arg81p","YOR302W"
"238","Arg81p","CPA1"
"239","Arg81p","CAR2"
"240","Arg81p","CAR1"
"241","Aro80p","YCL065W"
"242","Aro80p","HMLALPHA1"
"243","Aro80p","RPL41A"
"244","Aro80p","PPH3"
"245","Aro80p","ATP17"
"246","Aro80p","LSM6"
"247","Aro80p","ARO10"
"248","Aro80p","ARO80"
"249","Aro80p","MUP3"
"250","Aro80p","SPL2"
"251","Aro80p","ARO9"
"252","Aro80p","RPL36A"
"253","Aro80p","ESBP6"
"254","Arr1p","ARR2"
"255","Arr1p","ARR3"
"256","Arr1p","GDH3"
"257","Arr1p","VPS55"
"258","Arr1p","SRL2"
"259","Ash1p","HO"
"260","Ash1p","YBR071W"
"261","Ash1p","PHO89"
"262","Ash1p","PST1"
"263","Ash1p","GIC2"
"264","Ash1p","YMR304C-A"
"265","Ash1p","SCW10"
"266","Ash1p","TOS6"
"267","Ash1p","TMC1"
"268","Azf1p","CLN3"
"269","Azf1p","BSC1"
"270","Bas1p","GCV3"
"271","Bas1p","ADE1"
"272","Bas1p","PHO5"
"273","Bas1p","HIS4"
"274","Bas1p","CEM1"
"275","Bas1p","MET6"
"276","Bas1p","TPN1"
"277","Bas1p","ADE5,7"
"278","Bas1p","ADE6"
"279","Bas1p","YCH1"
"280","Bas1p","ARN1"
"281","Bas1p","CFD1"
"282","Bas1p","TRZ1"
"283","Bas1p","ADE16"
"284","Bas1p","SHM2"
"285","Bas1p","ORM2"
"286","Bas1p","PHO84"
"287","Bas1p","ADE17"
"288","Bas1p","ADE4"
"289","Bas1p","ADE2"
"290","Bas1p","FLC2"
"291","Bas1p","BDH1"
"292","Bas1p","YBL029W"
"293","Bas1p","IST2"
"294","Bas1p","RFC5"
"295","Bas1p","YDR018C"
"296","Bas1p","GCV1"
"297","Bas1p","DAS2"
"298","Bas1p","YFT2"
"299","Bas1p","ADE8"
"300","Bas1p","GDA1"
"301","Bas1p","GLY1"
"302","Bas1p","IES5"
"303","Bas1p","SNZ3"
"304","Bas1p","SNO3"
"305","Bas1p","CDC20"
"306","Bas1p","RPL1B"
"307","Bas1p","STR3"
"308","Bas1p","PSD2"
"309","Bas1p","QCR9"
"310","Bas1p","ADE3"
"311","Bas1p","HOP1"
"312","Bas1p","HIS5"
"313","Bas1p","GSH1"
"314","Bas1p","LHS1"
"315","Bas1p","OAC1"
"316","Bas1p","YKL177W"
"317","Bas1p","JEN1"
"318","Bas1p","MTD1"
"319","Bas1p","MNL2"
"320","Bas1p","FRS1"
"321","Bas1p","RPL22A"
"322","Bas1p","APC2"
"323","Bas1p","ADE13"
"324","Bas1p","AFG2"
"325","Bas1p","CAT2"
"326","Bas1p","ATP25"
"327","Bas1p","DPI35"
"328","Bas1p","HSC82"
"329","Bas1p","GCV2"
"330","Bas1p","SPG5"
"331","Bas1p","YMR244W"
"332","Bas1p","IDP3"
"333","Bas1p","SRP1"
"334","Bas1p","YOL024W"
"335","Bas1p","CTF19"
"336","Bas1p","VTC3"
"337","Bas1p","YPL251W"
"338","Bas1p","VIK1"
"339","Bas1p","GRS2"
"340","Bas1p","BDH2"
"341","Bas1p","KIN3"
"342","Bas1p","HIS1"
"343","Bas1p","URA2"
"344","Bas1p","CIS1"
"345","Bas1p","ILV5"
"346","Bas1p","ATG33"
"347","Bas1p","GID8"
"348","Bas1p","CUP9"
"349","Bas1p","HIS7"
"350","Cad1p","YBL029W"
"351","Cad1p","FRM2"
"352","Cad1p","YDR034W-B"
"353","Cad1p","HSP31"
"354","Cad1p","RCK1"
"355","Cad1p","PHO81"
"356","Cad1p","MGA1"
"357","Cad1p","AIM17"
"358","Cad1p","RHO3"
"359","Cad1p","TTI1"
"360","Cad1p","YKL071W"
"361","Cad1p","SRX1"
"362","Cad1p","OAC1"
"363","Cad1p","YLR177W"
"364","Cad1p","ERG8"
"365","Cad1p","RHO5"
"366","Cad1p","NOG2"
"367","Cad1p","MCH4"
"368","Cad1p","SEY1"
"369","Cad1p","RDL1"
"370","Cad1p","RLM1"
"371","Cad1p","CMR3"
"372","Cad1p","SNQ2"
"373","Cat8p","ACH1"
"374","Cat8p","OM14"
"375","Cat8p","CIT2"
"376","Cat8p","ADY2"
"377","Cat8p","DLD1"
"378","Cat8p","GDH2"
"379","Cat8p","ATO3"
"380","Cat8p","ICL1"
"381","Cat8p","YGR067C"
"382","Cat8p","DIC1"
"383","Cat8p","FBP1"
"384","Cat8p","MDH2"
"385","Cat8p","PUT4"
"386","Cat8p","PRM4"
"387","Cat8p","TPK1"
"388","Cat8p","ACS1"
"389","Cat8p","JEN1"
"390","Cat8p","PCK1"
"391","Cat8p","ADH2"
"392","Cat8p","MLS1"
"393","Cbf1p","PHO5"
"394","Cbf1p","PHM6"
"395","Cbf1p","PHO8"
"396","Cbf1p","VTC4"
"397","Cbf1p","SNA3"
"398","Cbf1p","INO1"
"399","Cbf1p","PHO84"
"400","Cbf1p","VTC3"
"401","Cbf1p","MET17"
"402","Cbf1p","MET2"
"403","Cbf1p","MET16"
"404","Cbf1p","PDC6"
"405","Cbf1p","TFC3"
"406","Cbf1p","EFB1"
"407","Cbf1p","SSA1"
"408","Cbf1p","ERP2"
"409","Cbf1p","CYS3"
"410","Cbf1p","DEP1"
"411","Cbf1p","PSK1"
"412","Cbf1p","LDS1"
"413","Cbf1p","FUN30"
"414","Cbf1p","MAK16"
"415","Cbf1p","CDC19"
"416","Cbf1p","CYC3"
"417","Cbf1p","ACS1"
"418","Cbf1p","GDH3"
"419","Cbf1p","NUP60"
"420","Cbf1p","ECM15"
"421","Cbf1p","RRN6"
"422","Cbf1p","ACH1"
"423","Cbf1p","NCL1"
"424","Cbf1p","YBL028C"
"425","Cbf1p","POL12"
"426","Cbf1p","YBL036C"
"427","Cbf1p","PRS4"
"428","Cbf1p","BOI1"
"429","Cbf1p","YBL086C"
"430","Cbf1p","BNA4"
"431","Cbf1p","NTH2"
"432","Cbf1p","IPP1"
"433","Cbf1p","YBR012C"
"434","Cbf1p","MNN2"
"435","Cbf1p","YBR016W"
"436","Cbf1p","CHS2"
"437","Cbf1p","ATP3"
"438","Cbf1p","REB1"
"439","Cbf1p","YBR051W"
"440","Cbf1p","MUM2"
"441","Cbf1p","NRG2"
"442","Cbf1p","ALG14"
"443","Cbf1p","UBC4"
"444","Cbf1p","TEC1"
"445","Cbf1p","NHP6B"
"446","Cbf1p","YBR090C"
"447","Cbf1p","TIM12"
"448","Cbf1p","YBR113W"
"449","Cbf1p","RAD16"
"450","Cbf1p","YBR144C"
"451","Cbf1p","ADH5"
"452","Cbf1p","RTC2"
"453","Cbf1p","TAF5"
"454","Cbf1p","PCS60"
"455","Cbf1p","TDP1"
"456","Cbf1p","YBR224W"
"457","Cbf1p","YBR225W"
"458","Cbf1p","HIS7"
"459","Cbf1p","ARO4"
"460","Cbf1p","RIB5"
"461","Cbf1p","APE3"
"462","Cbf1p","YBR287W"
"463","Cbf1p","GRX1"
"464","Cbf1p","YCL042W"
"465","Cbf1p","PDI1"
"466","Cbf1p","ADP1"
"467","Cbf1p","PGK1"
"468","Cbf1p","YCR018C-A"
"469","Cbf1p","ABP1"
"470","Cbf1p","MSH3"
"471","Cbf1p","CDC39"
"472","Cbf1p","OCA4"
"473","Cbf1p","RDS1"
"474","Cbf1p","RMD1"
"475","Cbf1p","PTC1"
"476","Cbf1p","RPT2"
"477","Cbf1p","OSH2"
"478","Cbf1p","RPN4"
"479","Cbf1p","YDL023C"
"480","Cbf1p","LHP1"
"481","Cbf1p","SLC1"
"482","Cbf1p","USO1"
"483","Cbf1p","RAD59"
"484","Cbf1p","AHK1"
"485","Cbf1p","BRE1"
"486","Cbf1p","RPS16B"
"487","Cbf1p","SRP14"
"488","Cbf1p","RPN6"
"489","Cbf1p","QRI7"
"490","Cbf1p","TRM3"
"491","Cbf1p","ATG20"
"492","Cbf1p","YFH1"
"493","Cbf1p","EXP1"
"494","Cbf1p","STE7"
"495","Cbf1p","GLT1"
"496","Cbf1p","DLD2"
"497","Cbf1p","GGC1"
"498","Cbf1p","PRR2"
"499","Cbf1p","GDH2"
"500","Cbf1p","HBT1"
"501","Cbf1p","WHI4"
"502","Cbf1p","YDL242W"
"503","Cbf1p","NTH1"
"504","Cbf1p","SOK1"
"505","Cbf1p","TRP1"
"506","Cbf1p","SES1"
"507","Cbf1p","NRG1"
"508","Cbf1p","BAP3"
"509","Cbf1p","HEM12"
"510","Cbf1p","CDC34"
"511","Cbf1p","PST1"
"512","Cbf1p","MAK21"
"513","Cbf1p","YDR061W"
"514","Cbf1p","IPT1"
"515","Cbf1p","SNF11"
"516","Cbf1p","MRX14"
"517","Cbf1p","YDR149C"
"518","Cbf1p","NUM1"
"519","Cbf1p","SSY1"
"520","Cbf1p","STB3"
"521","Cbf1p","SEC7"
"522","Cbf1p","RVB1"
"523","Cbf1p","HST4"
"524","Cbf1p","NUP42"
"525","Cbf1p","VHS1"
"526","Cbf1p","MET32"
"527","Cbf1p","CHL4"
"528","Cbf1p","YAP6"
"529","Cbf1p","SWM1"
"530","Cbf1p","CIA1"
"531","Cbf1p","YDR278C"
"532","Cbf1p","RNH202"
"533","Cbf1p","MHR1"
"534","Cbf1p","SUR2"
"535","Cbf1p","GIC2"
"536","Cbf1p","SUM1"
"537","Cbf1p","YDR338C"
"538","Cbf1p","KEI1"
"539","Cbf1p","YPR1"
"540","Cbf1p","XRS2"
"541","Cbf1p","RPP2B"
"542","Cbf1p","YDR396W"
"543","Cbf1p","NCB2"
"544","Cbf1p","PDR15"
"545","Cbf1p","THI74"
"546","Cbf1p","APT2"
"547","Cbf1p","UTP6"
"548","Cbf1p","CWC21"
"549","Cbf1p","SAM2"
"550","Cbf1p","LPP1"
"551","Cbf1p","SMT3"
"552","Cbf1p","EMI1"
"553","Cbf1p","GRX2"
"554","Cbf1p","APA2"
"555","Cbf1p","CAB1"
"556","Cbf1p","IRC22"
"557","Cbf1p","NPP2"
"558","Cbf1p","RIP1"
"559","Cbf1p","YEL025C"
"560","Cbf1p","YEL043W"
"561","Cbf1p","IES6"
"562","Cbf1p","YEL045C"
"563","Cbf1p","GLY1"
"564","Cbf1p","RMD6"
"565","Cbf1p","YEL073C"
"566","Cbf1p","YEL074W"
"567","Cbf1p","MNN1"
"568","Cbf1p","AFG3"
"569","Cbf1p","SPC25"
"570","Cbf1p","GPA2"
"571","Cbf1p","SAH1"
"572","Cbf1p","ERG28"
"573","Cbf1p","HOM3"
"574","Cbf1p","PIC2"
"575","Cbf1p","HIS1"
"576","Cbf1p","FCY2"
"577","Cbf1p","HMF1"
"578","Cbf1p","PET117"
"579","Cbf1p","FCY22"
"580","Cbf1p","GPP2"
"581","Cbf1p","THO1"
"582","Cbf1p","VHR2"
"583","Cbf1p","ICL1"
"584","Cbf1p","TDA2"
"585","Cbf1p","VTC1"
"586","Cbf1p","RPS24A"
"587","Cbf1p","YER079W"
"588","Cbf1p","MET6"
"589","Cbf1p","IES5"
"590","Cbf1p","PUP3"
"591","Cbf1p","RAD51"
"592","Cbf1p","PRS2"
"593","Cbf1p","UBC6"
"594","Cbf1p","GLE2"
"595","Cbf1p","FLO8"
"596","Cbf1p","SWI4"
"597","Cbf1p","LSM4"
"598","Cbf1p","BOI2"
"599","Cbf1p","SPR6"
"600","Cbf1p","YCK3"
"601","Cbf1p","DSE1"
"602","Cbf1p","RSP5"
"603","Cbf1p","ECM32"
"604","Cbf1p","BMH1"
"605","Cbf1p","YER188W"
"606","Cbf1p","DEG1"
"607","Cbf1p","VTC2"
"608","Cbf1p","SEC4"
"609","Cbf1p","LPD1"
"610","Cbf1p","BUD27"
"611","Cbf1p","EPL1"
"612","Cbf1p","HAC1"
"613","Cbf1p","YFL032W"
"614","Cbf1p","AQY3"
"615","Cbf1p","GCN20"
"616","Cbf1p","YFR018C"
"617","Cbf1p","FAB1"
"618","Cbf1p","PTR3"
"619","Cbf1p","MET10"
"620","Cbf1p","QCR6"
"621","Cbf1p","RSC8"
"622","Cbf1p","IRC5"
"623","Cbf1p","SAP155"
"624","Cbf1p","YMR31"
"625","Cbf1p","YFR054C"
"626","Cbf1p","ERG26"
"627","Cbf1p","HEM2"
"628","Cbf1p","OLE1"
"629","Cbf1p","SDS23"
"630","Cbf1p","LIF1"
"631","Cbf1p","SNF4"
"632","Cbf1p","MET13"
"633","Cbf1p","SCS3"
"634","Cbf1p","SOH1"
"635","Cbf1p","SEC27"
"636","Cbf1p","HUL5"
"637","Cbf1p","TIP20"
"638","Cbf1p","TPN1"
"639","Cbf1p","COX4"
"640","Cbf1p","SPT16"
"641","Cbf1p","SIP2"
"642","Cbf1p","RTG2"
"643","Cbf1p","EAT1"
"644","Cbf1p","IMO32"
"645","Cbf1p","GSC2"
"646","Cbf1p","SCM4"
"647","Cbf1p","SPR3"
"648","Cbf1p","ERG25"
"649","Cbf1p","PAC10"
"650","Cbf1p","YGR079W"
"651","Cbf1p","CLB6"
"652","Cbf1p","CLD1"
"653","Cbf1p","DAM1"
"654","Cbf1p","SPT6"
"655","Cbf1p","MEP1"
"656","Cbf1p","YGR127W"
"657","Cbf1p","YGR130C"
"658","Cbf1p","NAT2"
"659","Cbf1p","CYS4"
"660","Cbf1p","RTS3"
"661","Cbf1p","MSM1"
"662","Cbf1p","ELP2"
"663","Cbf1p","YGR201C"
"664","Cbf1p","YCH1"
"665","Cbf1p","HSV2"
"666","Cbf1p","BNS1"
"667","Cbf1p","PHO81"
"668","Cbf1p","YHB1"
"669","Cbf1p","PFK1"
"670","Cbf1p","PUP2"
"671","Cbf1p","ENO1"
"672","Cbf1p","SCW4"
"673","Cbf1p","PXR1"
"674","Cbf1p","RPL14B"
"675","Cbf1p","OSH7"
"676","Cbf1p","QCR10"
"677","Cbf1p","MAS2"
"678","Cbf1p","ERC1"
"679","Cbf1p","YHR033W"
"680","Cbf1p","SRB2"
"681","Cbf1p","NCP1"
"682","Cbf1p","KSP1"
"683","Cbf1p","SAM35"
"684","Cbf1p","GAR1"
"685","Cbf1p","YNG2"
"686","Cbf1p","SFB3"
"687","Cbf1p","TRA1"
"688","Cbf1p","SBE22"
"689","Cbf1p","YHR112C"
"690","Cbf1p","APE4"
"691","Cbf1p","ECM14"
"692","Cbf1p","WSS1"
"693","Cbf1p","SPL2"
"694","Cbf1p","THP2"
"695","Cbf1p","MNL1"
"696","Cbf1p","SCH9"
"697","Cbf1p","VID28"
"698","Cbf1p","YKE4"
"699","Cbf1p","EMC5"
"700","Cbf1p","ULP2"
"701","Cbf1p","YIL032C"
"702","Cbf1p","SER33"
"703","Cbf1p","AIM19"
"704","Cbf1p","AVT7"
"705","Cbf1p","PFK26"
"706","Cbf1p","NUP159"
"707","Cbf1p","HIS5"
"708","Cbf1p","PRM5"
"709","Cbf1p","RHO3"
"710","Cbf1p","RPI1"
"711","Cbf1p","STH1"
"712","Cbf1p","RRT14"
"713","Cbf1p","PAN6"
"714","Cbf1p","PAN1"
"715","Cbf1p","MET28"
"716","Cbf1p","YAP5"
"717","Cbf1p","LYS1"
"718","Cbf1p","NRE1"
"719","Cbf1p","PRE3"
"720","Cbf1p","PEP8"
"721","Cbf1p","TIM54"
"722","Cbf1p","LOG1"
"723","Cbf1p","BNA3"
"724","Cbf1p","NUP82"
"725","Cbf1p","SRS2"
"726","Cbf1p","LSB6"
"727","Cbf1p","GSH1"
"728","Cbf1p","UTP10"
"729","Cbf1p","ASF1"
"730","Cbf1p","NCA3"
"731","Cbf1p","YJL118W"
"732","Cbf1p","YJL119C"
"733","Cbf1p","LCB3"
"734","Cbf1p","RPS21B"
"735","Cbf1p","TIM17"
"736","Cbf1p","DAS1"
"737","Cbf1p","FBP26"
"738","Cbf1p","CIS3"
"739","Cbf1p","QCR8"
"740","Cbf1p","ERG20"
"741","Cbf1p","SET2"
"742","Cbf1p","MNN5"
"743","Cbf1p","SWE1"
"744","Cbf1p","CBP1"
"745","Cbf1p","PEX2"
"746","Cbf1p","AVT1"
"747","Cbf1p","TDH2"
"748","Cbf1p","MET3"
"749","Cbf1p","APS2"
"750","Cbf1p","PTK2"
"751","Cbf1p","CBF1"
"752","Cbf1p","RPL43B"
"753","Cbf1p","RSM7"
"754","Cbf1p","YJR114W"
"755","Cbf1p","YJR120W"
"756","Cbf1p","IBA57"
"757","Cbf1p","RPS5"
"758","Cbf1p","MET5"
"759","Cbf1p","IML1"
"760","Cbf1p","HOM6"
"761","Cbf1p","RPS4A"
"762","Cbf1p","HMS2"
"763","Cbf1p","DAL5"
"764","Cbf1p","MET14"
"765","Cbf1p","LAC1"
"766","Cbf1p","PUT3"
"767","Cbf1p","ATP7"
"768","Cbf1p","MPE1"
"769","Cbf1p","FBA1"
"770","Cbf1p","HAP4"
"771","Cbf1p","KTI12"
"772","Cbf1p","CTK1"
"773","Cbf1p","TGL1"
"774","Cbf1p","EBP2"
"775","Cbf1p","DPH2"
"776","Cbf1p","ACP1"
"777","Cbf1p","PTK1"
"778","Cbf1p","MNN4"
"779","Cbf1p","VPS1"
"780","Cbf1p","FOX2"
"781","Cbf1p","TOF2"
"782","Cbf1p","DYN1"
"783","Cbf1p","TRM2"
"784","Cbf1p","RPS21A"
"785","Cbf1p","BET3"
"786","Cbf1p","MET1"
"787","Cbf1p","YKR073C"
"788","Cbf1p","AIM29"
"789","Cbf1p","UBP11"
"790","Cbf1p","SIR1"
"791","Cbf1p","DNM1"
"792","Cbf1p","DRS1"
"793","Cbf1p","COX17"
"794","Cbf1p","PSR1"
"795","Cbf1p","SOF1"
"796","Cbf1p","YLL020C"
"797","Cbf1p","RIX7"
"798","Cbf1p","YCT1"
"799","Cbf1p","YLL056C"
"800","Cbf1p","YLR001C"
"801","Cbf1p","RAD5"
"802","Cbf1p","RSC58"
"803","Cbf1p","EMP46"
"804","Cbf1p","GAL2"
"805","Cbf1p","GEP5"
"806","Cbf1p","SUL2"
"807","Cbf1p","YLR108C"
"808","Cbf1p","AHP1"
"809","Cbf1p","SLS1"
"810","Cbf1p","YLR140W"
"811","Cbf1p","RRN5"
"812","Cbf1p","PUT1"
"813","Cbf1p","YLR149C"
"814","Cbf1p","STM1"
"815","Cbf1p","ASP3-1"
"816","Cbf1p","YLR156W"
"817","Cbf1p","ASP3-2"
"818","Cbf1p","YLR157C-A"
"819","Cbf1p","YLR157C-B"
"820","Cbf1p","ASP3-3"
"821","Cbf1p","ASP3-4"
"822","Cbf1p","MAS1"
"823","Cbf1p","YLR173W"
"824","Cbf1p","IDP2"
"825","Cbf1p","IFH1"
"826","Cbf1p","EST1"
"827","Cbf1p","RCK2"
"828","Cbf1p","YEF3"
"829","Cbf1p","HAP1"
"830","Cbf1p","GSY2"
"831","Cbf1p","PDR8"
"832","Cbf1p","BOP2"
"833","Cbf1p","YLR280C"
"834","Cbf1p","RSO55"
"835","Cbf1p","YLR283W"
"836","Cbf1p","ECM38"
"837","Cbf1p","EXG1"
"838","Cbf1p","HRI1"
"839","Cbf1p","YLR302C"
"840","Cbf1p","ACO1"
"841","Cbf1p","LUG1"
"842","Cbf1p","IKI3"
"843","Cbf1p","AFG2"
"844","Cbf1p","UTP21"
"845","Cbf1p","VIP1"
"846","Cbf1p","YPT7"
"847","Cbf1p","PSP2"
"848","Cbf1p","YML018C"
"849","Cbf1p","OST6"
"850","Cbf1p","VAN1"
"851","Cbf1p","YML119W"
"852","Cbf1p","CDC5"
"853","Cbf1p","MVP1"
"854","Cbf1p","MSN2"
"855","Cbf1p","CCS1"
"856","Cbf1p","ADH3"
"857","Cbf1p","PKR1"
"858","Cbf1p","RRB1"
"859","Cbf1p","JLP2"
"860","Cbf1p","RIM11"
"861","Cbf1p","YMR194C-A"
"862","Cbf1p","ICY1"
"863","Cbf1p","YMR196W"
"864","Cbf1p","VTI1"
"865","Cbf1p","CIK1"
"866","Cbf1p","DML1"
"867","Cbf1p","SKY1"
"868","Cbf1p","GUA1"
"869","Cbf1p","YMR253C"
"870","Cbf1p","YMR254C"
"871","Cbf1p","YMR290W-A"
"872","Cbf1p","TDA1"
"873","Cbf1p","ATM1"
"874","Cbf1p","YME2"
"875","Cbf1p","PSE1"
"876","Cbf1p","NIP1"
"877","Cbf1p","FET4"
"878","Cbf1p","YMR320W"
"879","Cbf1p","DOM34"
"880","Cbf1p","HRB1"
"881","Cbf1p","NCE103"
"882","Cbf1p","IDH1"
"883","Cbf1p","MTQ1"
"884","Cbf1p","YDJ1"
"885","Cbf1p","RNH201"
"886","Cbf1p","TPM1"
"887","Cbf1p","EOS1"
"888","Cbf1p","APP1"
"889","Cbf1p","YNL095C"
"890","Cbf1p","RPS7B"
"891","Cbf1p","RIA1"
"892","Cbf1p","MDG1"
"893","Cbf1p","YNL174W"
"894","Cbf1p","NOP13"
