"","TF","TG"
"7211","Ste12p","YEL025C"
"7212","Ste12p","DSF1"
"7213","Ste12p","HIS2"
"7214","Ste12p","MSB2"
"7215","Ste12p","BUD9"
"7216","Ste12p","YGR045C"
"7217","Ste12p","TAM41"
"7218","Ste12p","PIL1"
"7219","Ste12p","CLB1"
"7220","Ste12p","FLO11"
"7221","Ste12p","YIR020C"
"7222","Ste12p","SAG1"
"7223","Ste12p","PAN3"
"7224","Ste12p","IXR1"
"7225","Ste12p","YJU2"
"7226","Ste12p","GPM1"
"7227","Ste12p","MCH2"
"7228","Ste12p","PRY2"
"7229","Ste12p","FAR3"
"7230","Ste12p","RHO2"
"7231","Ste12p","YNL190W"
"7232","Ste12p","CAF120"
"7233","Ste12p","AGA1"
"7234","Ste12p","VHS3"
"7235","Ste12p","NUP1"
"7236","Ste12p","NOC4"
"7237","Ste12p","MYO4"
"7238","Ste12p","CYC3"
"7239","Ste12p","CLN3"
"7240","Ste12p","CDC24"
"7241","Ste12p","YAR009C"
"7242","Ste12p","PAU7"
"7243","Ste12p","UIP3"
"7244","Ste12p","YAT1"
"7245","Ste12p","YAR053W"
"7246","Ste12p","YAR064W"
"7247","Ste12p","PHO11"
"7248","Ste12p","FUS3"
"7249","Ste12p","APL3"
"7250","Ste12p","YBL044W"
"7251","Ste12p","YEL1"
"7252","Ste12p","DSF2"
"7253","Ste12p","CHS3"
"7254","Ste12p","SCO2"
"7255","Ste12p","ORC2"
"7256","Ste12p","NRG2"
"7257","Ste12p","TIP1"
"7258","Ste12p","ECM33"
"7259","Ste12p","UBC4"
"7260","Ste12p","TEC1"
"7261","Ste12p","AAC3"
"7262","Ste12p","TKL2"
"7263","Ste12p","AMN1"
"7264","Ste12p","TOS1"
"7265","Ste12p","YSY6"
"7266","Ste12p","YBR225W"
"7267","Ste12p","ERT1"
"7268","Ste12p","YBR241C"
"7269","Ste12p","LEU2"
"7270","Ste12p","RNQ1"
"7271","Ste12p","SPB1"
"7272","Ste12p","KAR4"
"7273","Ste12p","PEX34"
"7274","Ste12p","YCL065W"
"7275","Ste12p","VBA3"
"7276","Ste12p","MAK32"
"7277","Ste12p","YCR064C"
"7278","Ste12p","ABP1"
"7279","Ste12p","FIG2"
"7280","Ste12p","KNH1"
"7281","Ste12p","PSA1"
"7282","Ste12p","PCL2"
"7283","Ste12p","YDL129W"
"7284","Ste12p","LYS20"
"7285","Ste12p","YDL183C"
"7286","Ste12p","PRR2"
"7287","Ste12p","LRG1"
"7288","Ste12p","LYS14"
"7289","Ste12p","YDR034C-A"
"7290","Ste12p","ENA1"
"7291","Ste12p","NRG1"
"7292","Ste12p","HEM13"
"7293","Ste12p","SED1"
"7294","Ste12p","AFR1"
"7295","Ste12p","YDR132C"
"7296","Ste12p","TAF12"
"7297","Ste12p","SWI5"
"7298","Ste12p","HSP42"
"7299","Ste12p","CSN9"
"7300","Ste12p","GCD6"
"7301","Ste12p","ADR1"
"7302","Ste12p","SNU56"
"7303","Ste12p","YDR249C"
"7304","Ste12p","SUM1"
"7305","Ste12p","HIM1"
"7306","Ste12p","ESF1"
"7307","Ste12p","RGA2"
"7308","Ste12p","ATO3"
"7309","Ste12p","ECM11"
"7310","Ste12p","YHP1"
"7311","Ste12p","TOM1"
"7312","Ste12p","MFA1"
"7313","Ste12p","APA2"
"7314","Ste12p","MIT1"
"7315","Ste12p","URA3"
"7316","Ste12p","UTR2"
"7317","Ste12p","PAU2"
"7318","Ste12p","RMD6"
"7319","Ste12p","VHR2"
"7320","Ste12p","PTP3"
"7321","Ste12p","YER079W"
"7322","Ste12p","RAD51"
"7323","Ste12p","FLO8"
"7324","Ste12p","SHO1"
"7325","Ste12p","SCS2"
"7326","Ste12p","PMD1"
"7327","Ste12p","YER137C"
"7328","Ste12p","YER138W-A"
"7329","Ste12p","LSM5"
"7330","Ste12p","PEA2"
"7331","Ste12p","SPI1"
"7332","Ste12p","BEM2"
"7333","Ste12p","TOG1"
"7334","Ste12p","PUG1"
"7335","Ste12p","YER188W"
"7336","Ste12p","MSH4"
"7337","Ste12p","PAU5"
"7338","Ste12p","STE2"
"7339","Ste12p","GYP8"
"7340","Ste12p","RGD2"
"7341","Ste12p","ALR2"
"7342","Ste12p","IRC5"
"7343","Ste12p","PGD1"
"7344","Ste12p","AGA2"
"7345","Ste12p","TYW3"
"7346","Ste12p","PUS2"
"7347","Ste12p","TOS8"
"7348","Ste12p","CDC20"
"7349","Ste12p","RCK1"
"7350","Ste12p","YGL159W"
"7351","Ste12p","SUT1"
"7352","Ste12p","RAD54"
"7353","Ste12p","COX13"
"7354","Ste12p","YGL193C"
"7355","Ste12p","MCY1"
"7356","Ste12p","SNU71"
"7357","Ste12p","MSP1"
"7358","Ste12p","GSC2"
"7359","Ste12p","YGR039W"
"7360","Ste12p","KSS1"
"7361","Ste12p","FMP48"
"7362","Ste12p","ERG25"
"7363","Ste12p","YGR107W"
"7364","Ste12p","YGR122W"
"7365","Ste12p","ECL1"
"7366","Ste12p","RSR1"
"7367","Ste12p","YGR153W"
"7368","Ste12p","TIF4631"
"7369","Ste12p","MRPS35"
"7370","Ste12p","RNR4"
"7371","Ste12p","HIP1"
"7372","Ste12p","PMT6"
"7373","Ste12p","CRM1"
"7374","Ste12p","TOS2"
"7375","Ste12p","PET54"
"7376","Ste12p","BNS1"
"7377","Ste12p","PHO81"
"7378","Ste12p","MGA1"
"7379","Ste12p","YGR269W"
"7380","Ste12p","SCW4"
"7381","Ste12p","YAP3"
"7382","Ste12p","DUR3"
"7383","Ste12p","RIM4"
"7384","Ste12p","GPA1"
"7385","Ste12p","ERG11"
"7386","Ste12p","MIP6"
"7387","Ste12p","GIC1"
"7388","Ste12p","STE12"
"7389","Ste12p","NAM8"
"7390","Ste12p","HXT5"
"7391","Ste12p","CHS7"
"7392","Ste12p","MTC6"
"7393","Ste12p","YHR212C"
"7394","Ste12p","YHR214W"
"7395","Ste12p","FAA3"
"7396","Ste12p","BAR1"
"7397","Ste12p","SNL1"
"7398","Ste12p","CST6"
"7399","Ste12p","PRM2"
"7400","Ste12p","VHR1"
"7401","Ste12p","SNP1"
"7402","Ste12p","PRK1"
"7403","Ste12p","PRM5"
"7404","Ste12p","RPI1"
"7405","Ste12p","POG1"
"7406","Ste12p","SIM1"
"7407","Ste12p","AXL2"
"7408","Ste12p","YIL141W"
"7409","Ste12p","CSS1"
"7410","Ste12p","IMA3"
"7411","Ste12p","DJP1"
"7412","Ste12p","DAL1"
"7413","Ste12p","DAL4"
"7414","Ste12p","NUP82"
"7415","Ste12p","PRY3"
"7416","Ste12p","SET4"
"7417","Ste12p","IME2"
"7418","Ste12p","MDV1"
"7419","Ste12p","FAR1"
"7420","Ste12p","FMP33"
"7421","Ste12p","JJJ2"
"7422","Ste12p","YJL163C"
"7423","Ste12p","YJL169W"
"7424","Ste12p","ASG7"
"7425","Ste12p","SWE1"
"7426","Ste12p","KCH1"
"7427","Ste12p","IME1"
"7428","Ste12p","RSF2"
"7429","Ste12p","PGU1"
"7430","Ste12p","MRP17"
"7431","Ste12p","MAE1"
"7432","Ste12p","PHD1"
"7433","Ste12p","CWP1"
"7434","Ste12p","YKL097C"
"7435","Ste12p","MTC2"
"7436","Ste12p","HSL1"
"7437","Ste12p","APE1"
"7438","Ste12p","GFA1"
"7439","Ste12p","HAP4"
"7440","Ste12p","PGM1"
"7441","Ste12p","PIR3"
"7442","Ste12p","PIR1"
"7443","Ste12p","COY1"
"7444","Ste12p","HYM1"
"7445","Ste12p","MNN4"
"7446","Ste12p","STE6"
"7447","Ste12p","FRE2"
"7448","Ste12p","SPO14"
"7449","Ste12p","DAL80"
"7450","Ste12p","KAE1"
"7451","Ste12p","UTH1"
"7452","Ste12p","KTR2"
"7453","Ste12p","ECM4"
"7454","Ste12p","TGL4"
"7455","Ste12p","SRL3"
"7456","Ste12p","PTR2"
"7457","Ste12p","SIR1"
"7458","Ste12p","FLO10"
"7459","Ste12p","AQY2"
"7460","Ste12p","JLP1"
"7461","Ste12p","PPR1"
"7462","Ste12p","AFB1"
"7463","Ste12p","RAX2"
"7464","Ste12p","REX3"
"7465","Ste12p","CCW12"
"7466","Ste12p","AVL9"
"7467","Ste12p","YPS1"
"7468","Ste12p","ADY4"
"7469","Ste12p","ECM22"
"7470","Ste12p","SMD2"
"7471","Ste12p","EXG1"
"7472","Ste12p","FKS1"
"7473","Ste12p","CIS1"
"7474","Ste12p","KAP95"
"7475","Ste12p","ORM2"
"7476","Ste12p","CTR3"
"7477","Ste12p","PUN1"
"7478","Ste12p","VPS36"
"7479","Ste12p","SST2"
"7480","Ste12p","RIF2"
"7481","Ste12p","FMP27"
"7482","Ste12p","TRM12"
"7483","Ste12p","PRP39"
"7484","Ste12p","PRM6"
"7485","Ste12p","SOK2"
"7486","Ste12p","SPO20"
"7487","Ste12p","MSN2"
"7488","Ste12p","KAR5"
"7489","Ste12p","SDD2"
"7490","Ste12p","RCO1"
"7491","Ste12p","ATP25"
"7492","Ste12p","SPG4"
"7493","Ste12p","MSS11"
"7494","Ste12p","DDR48"
"7495","Ste12p","RGM1"
"7496","Ste12p","ICY1"
"7497","Ste12p","VTI1"
"7498","Ste12p","CIK1"
"7499","Ste12p","CLN1"
"7500","Ste12p","INP1"
"7501","Ste12p","FSH2"
"7502","Ste12p","FUS2"
"7503","Ste12p","YMR265C"
"7504","Ste12p","RSN1"
"7505","Ste12p","YMR304C-A"
"7506","Ste12p","SCW10"
"7507","Ste12p","FKS3"
"7508","Ste12p","YNL019C"
"7509","Ste12p","INP52"
"7510","Ste12p","MEP2"
"7511","Ste12p","YNL144C"
"7512","Ste12p","MFA2"
"7513","Ste12p","YGP1"
"7514","Ste12p","CHS1"
"7515","Ste12p","YNL208W"
"7516","Ste12p","SEC2"
"7517","Ste12p","PRM1"
"7518","Ste12p","WSC2"
"7519","Ste12p","PCL1"
"7520","Ste12p","MRX6"
"7521","Ste12p","CLA4"
"7522","Ste12p","AAD14"
"7523","Ste12p","IRA2"
"7524","Ste12p","ATG19"
"7525","Ste12p","ATG34"
"7526","Ste12p","NDJ1"
"7527","Ste12p","HPF1"
"7528","Ste12p","CSS3"
"7529","Ste12p","CIN5"
"7530","Ste12p","DFG16"
"7531","Ste12p","HMS1"
"7532","Ste12p","RAT1"
"7533","Ste12p","RSB1"
"7534","Ste12p","YVC1"
"7535","Ste12p","CMR2"
"7536","Ste12p","RGS2"
"7537","Ste12p","AFI1"
"7538","Ste12p","GAC1"
"7539","Ste12p","PEX27"
"7540","Ste12p","STE13"
"7541","Ste12p","SRL1"
"7542","Ste12p","YOR248W"
"7543","Ste12p","YOR296W"
"7544","Ste12p","SFG1"
"7545","Ste12p","TEA1"
"7546","Ste12p","TYE7"
"7547","Ste12p","CIN1"
"7548","Ste12p","FRE3"
"7549","Ste12p","DIG1"
"7550","Ste12p","ALD6"
"7551","Ste12p","NOP53"
"7552","Ste12p","PPT2"
"7553","Ste12p","PRP46"
"7554","Ste12p","PRM4"
"7555","Ste12p","SVS1"
"7556","Ste12p","PRM3"
"7557","Ste12p","FLC1"
"7558","Ste12p","BBP1"
"7559","Ste12p","CLN2"
"7560","Ste12p","DIP5"
"7561","Ste12p","HAL1"
"7562","Ste12p","SUT2"
"7563","Ste12p","CMR3"
"7564","Ste12p","YPR015C"
"7565","Ste12p","YPR027C"
"7566","Ste12p","ROX1"
"7567","Ste12p","CTF4"
"7568","Ste12p","YPR142C"
"7569","Ste12p","TPO3"
"7570","Ste12p","AQY1"
"7571","Ste12p","YPR202W"
"7572","Ste12p","YPR203W"
"7573","Ste12p","YAL004W"
"7574","Ste12p","FUN30"
"7575","Ste12p","DRS2"
"7576","Ste12p","PTA1"
"7577","Ste12p","BDH2"
"7578","Ste12p","FLO9"
"7579","Ste12p","NUP60"
"7580","Ste12p","SWH1"
"7581","Ste12p","PDR3"
"7582","Ste12p","RRN6"
"7583","Ste12p","LSM2"
"7584","Ste12p","MRPL16"
"7585","Ste12p","MOH1"
"7586","Ste12p","IAI11"
"7587","Ste12p","KIP1"
"7588","Ste12p","UBP13"
"7589","Ste12p","AAR2"
"7590","Ste12p","SSA3"
"7591","Ste12p","BOI1"
"7592","Ste12p","SRO77"
"7593","Ste12p","GAL1"
"7594","Ste12p","RKM3"
"7595","Ste12p","QDR3"
"7596","Ste12p","FMP23"
"7597","Ste12p","REB1"
"7598","Ste12p","YBR053C"
"7599","Ste12p","YRO2"
"7600","Ste12p","HSP26"
"7601","Ste12p","SPT7"
"7602","Ste12p","SIF2"
"7603","Ste12p","RAD16"
"7604","Ste12p","TFC1"
"7605","Ste12p","SHE3"
"7606","Ste12p","YBR138C"
"7607","Ste12p","IRA1"
"7608","Ste12p","TBS1"
"7609","Ste12p","SPP381"
"7610","Ste12p","SMP1"
"7611","Ste12p","YBR190W"
"7612","Ste12p","YBR220C"
"7613","Ste12p","ROT2"
"7614","Ste12p","PRP5"
"7615","Ste12p","YBR238C"
"7616","Ste12p","SPO23"
"7617","Ste12p","SHM1"
"7618","Ste12p","MRPL37"
"7619","Ste12p","SUL1"
"7620","Ste12p","PHO89"
"7621","Ste12p","MAL32"
"7622","Ste12p","ILV6"
"7623","Ste12p","GID7"
"7624","Ste12p","PDI1"
"7625","Ste12p","MRC1"
"7626","Ste12p","CHA1"
"7627","Ste12p","SAT4"
"7628","Ste12p","RVS161"
"7629","Ste12p","ADY2"
"7630","Ste12p","PGK1"
"7631","Ste12p","CTO1"
"7632","Ste12p","SRD1"
"7633","Ste12p","HSP30"
"7634","Ste12p","YCR061W"
"7635","Ste12p","ATG15"
"7636","Ste12p","YCR102C"
"7637","Ste12p","YDL023C"
"7638","Ste12p","DIA3"
"7639","Ste12p","MRP10"
"7640","Ste12p","YDL071C"
"7641","Ste12p","ASM4"
"7642","Ste12p","RAM1"
"7643","Ste12p","YDL163W"
"7644","Ste12p","SFA1"
"7645","Ste12p","UGX2"
"7646","Ste12p","DLD2"
"7647","Ste12p","HEM3"
"7648","Ste12p","ADY3"
"7649","Ste12p","COS7"
"7650","Ste12p","GAL3"
"7651","Ste12p","SNQ2"
"7652","Ste12p","ATG31"
"7653","Ste12p","MRH1"
"7654","Ste12p","EHD3"
"7655","Ste12p","KRS1"
"7656","Ste12p","YDR042C"
"7657","Ste12p","VMS1"
"7658","Ste12p","CDC34"
"7659","Ste12p","PST1"
"7660","Ste12p","RRG1"
"7661","Ste12p","SNF11"
"7662","Ste12p","SLU7"
"7663","Ste12p","ARP10"
"7664","Ste12p","YDR124W"
"7665","Ste12p","UPC2"
"7666","Ste12p","AHA1"
"7667","Ste12p","BUD26"
"7668","Ste12p","AMD2"
"7669","Ste12p","MTH1"
"7670","Ste12p","YDR278C"
"7671","Ste12p","RNH202"
"7672","Ste12p","MRX10"
"7673","Ste12p","DPL1"
"7674","Ste12p","CFT1"
"7675","Ste12p","OMS1"
"7676","Ste12p","YDR344C"
"7677","Ste12p","ARO10"
"7678","Ste12p","RAD30"
"7679","Ste12p","YDR442W"
"7680","Ste12p","YDR445C"
"7681","Ste12p","ADA2"
"7682","Ste12p","UGO1"
"7683","Ste12p","TRS31"
"7684","Ste12p","LCD1"
"7685","Ste12p","SPS1"
"7686","Ste12p","YDR535C"
"7687","Ste12p","YDR537C"
"7688","Ste12p","UBC8"
"7689","Ste12p","ECM10"
"7690","Ste12p","MCM3"
"7691","Ste12p","MTC7"
"7692","Ste12p","UTR5"
"7693","Ste12p","YEF1"
"7694","Ste12p","YEL043W"
"7695","Ste12p","IES6"
"7696","Ste12p","YEL045C"
"7697","Ste12p","TCA17"
"7698","Ste12p","SOM1"
"7699","Ste12p","PRB1"
"7700","Ste12p","NPR2"
"7701","Ste12p","HXT13"
"7702","Ste12p","MIG3"
"7703","Ste12p","ZRG8"
"7704","Ste12p","YER034W"
"7705","Ste12p","PHM8"
"7706","Ste12p","GIP2"
"7707","Ste12p","ICL1"
"7708","Ste12p","RGI1"
"7709","Ste12p","ALD5"
"7710","Ste12p","SER3"
"7711","Ste12p","AIM10"
"7712","Ste12p","PTC2"
"7713","Ste12p","MET6"
"7714","Ste12p","YER097W"
"7715","Ste12p","UBP9"
"7716","Ste12p","SSA4"
"7717","Ste12p","SWI4"
"7718","Ste12p","AVT6"
"7719","Ste12p","DSE1"
"7720","Ste12p","RPS26B"
"7721","Ste12p","UBP3"
"7722","Ste12p","COG3"
"7723","Ste12p","SPT2"
"7724","Ste12p","CCA1"
"7725","Ste12p","RPH1"
"7726","Ste12p","DMC1"
"7727","Ste12p","YER181C"
"7728","Ste12p","GAT1"
"7729","Ste12p","AGX1"
"7730","Ste12p","HAC1"
"7731","Ste12p","ZNF1"
"7732","Ste12p","DAK2"
"7733","Ste12p","AGP3"
"7734","Ste12p","YFL063W"
"7735","Ste12p","YFL064C"
"7736","Ste12p","YFR006W"
"7737","Ste12p","GCN20"
"7738","Ste12p","DCV1"
"7739","Ste12p","ROG3"
"7740","Ste12p","PES4"
"7741","Ste12p","ULI1"
"7742","Ste12p","CDC14"
"7743","Ste12p","PTR3"
"7744","Ste12p","SMC2"
"7745","Ste12p","RRT5"
"7746","Ste12p","PHO4"
"7747","Ste12p","YFR035C"
"7748","Ste12p","OSW7"
"7749","Ste12p","SAP155"
"7750","Ste12p","PMA1"
"7751","Ste12p","CWH41"
"7752","Ste12p","YGL034C"
"7753","Ste12p","OCH1"
"7754","Ste12p","YGL039W"
"7755","Ste12p","ALG13"
"7756","Ste12p","MST27"
"7757","Ste12p","YGL052W"
"7758","Ste12p","PRM8"
"7759","Ste12p","OLE1"
"7760","Ste12p","PKP2"
"7761","Ste12p","YGL072C"
"7762","Ste12p","YGL088W"
"7763","Ste12p","MF(ALPHA)2"
"7764","Ste12p","USE1"
"7765","Ste12p","YGK1"
"7766","Ste12p","YGL102C"
"7767","Ste12p","RPL28"
"7768","Ste12p","VPS73"
"7769","Ste12p","YGL118C"
"7770","Ste12p","SCS3"
"7771","Ste12p","TIP20"
"7772","Ste12p","RRT6"
"7773","Ste12p","MPT5"
"7774","Ste12p","HOS2"
"7775","Ste12p","GCN1"
"7776","Ste12p","POX1"
"7777","Ste12p","MTC3"
"7778","Ste12p","YGL230C"
"7779","Ste12p","MTO1"
"7780","Ste12p","HXK2"
"7781","Ste12p","THG1"
"7782","Ste12p","ACB1"
"7783","Ste12p","NQM1"
"7784","Ste12p","YGR050C"
"7785","Ste12p","YGR051C"
"7786","Ste12p","PDC6"
"7787","Ste12p","CTT1"
"7788","Ste12p","NNF2"
"7789","Ste12p","UTP22"
"7790","Ste12p","PRP31"
"7791","Ste12p","ESP1"
"7792","Ste12p","MDR1"
"7793","Ste12p","CLB6"
"7794","Ste12p","CLD1"
"7795","Ste12p","COG2"
"7796","Ste12p","FHN1"
"7797","Ste12p","YGR139W"
"7798","Ste12p","CBF2"
"7799","Ste12p","YGR151C"
"7800","Ste12p","YGR164W"
"7801","Ste12p","PSD2"
"7802","Ste12p","SNG1"
"7803","Ste12p","YPP1"
"7804","Ste12p","YCH1"
"7805","Ste12p","CCH1"
"7806","Ste12p","YAP1802"
"7807","Ste12p","MPC3"
"7808","Ste12p","SOL4"
"7809","Ste12p","YGR265W"
"7810","Ste12p","RNH70"
"7811","Ste12p","PXR1"
"7812","Ste12p","YOR1"
"7813","Ste12p","MAL13"
"7814","Ste12p","RPL14B"
"7815","Ste12p","SHU1"
"7816","Ste12p","YHL008C"
"7817","Ste12p","SNF6"
"7818","Ste12p","WSC4"
"7819","Ste12p","RPL8A"
"7820","Ste12p","COS8"
"7821","Ste12p","SPO13"
"7822","Ste12p","MYO1"
"7823","Ste12p","YHI9"
"7824","Ste12p","NEL1"
"7825","Ste12p","YHK8"
"7826","Ste12p","FYV4"
"7827","Ste12p","PCL5"
"7828","Ste12p","SAE3"
"7829","Ste12p","NDT80"
"7830","Ste12p","YHR127W"
"7831","Ste12p","SPL2"
"7832","Ste12p","ARO9"
"7833","Ste12p","SPS100"
"7834","Ste12p","YHR140W"
"7835","Ste12p","DSE2"
"7836","Ste12p","YHR145C"
"7837","Ste12p","SKG6"
"7838","Ste12p","PEX28"
"7839","Ste12p","LIN1"
"7840","Ste12p","ROF1"
"7841","Ste12p","OYE2"
"7842","Ste12p","KOG1"
"7843","Ste12p","AIM18"
"7844","Ste12p","YHR210C"
"7845","Ste12p","YHR217C"
"7846","Ste12p","INP51"
"7847","Ste12p","EST3"
"7848","Ste12p","PDR11"
"7849","Ste12p","YIL054W"
"7850","Ste12p","YIL055C"
"7851","Ste12p","RGI2"
"7852","Ste12p","RNR3"
"7853","Ste12p","YIL067C"
"7854","Ste12p","AIR1"
"7855","Ste12p","SGA1"
"7856","Ste12p","SDP1"
"7857","Ste12p","QDR1"
"7858","Ste12p","QDR2"
"7859","Ste12p","OM45"
"7860","Ste12p","TMA108"
"7861","Ste12p","BNR1"
"7862","Ste12p","POT1"
"7863","Ste12p","NIT1"
"7864","Ste12p","SOA1"
"7865","Ste12p","DSN1"
"7866","Ste12p","RPR2"
"7867","Ste12p","YAP5"
"7868","Ste12p","DAL2"
"7869","Ste12p","MGA2"
"7870","Ste12p","YPS6"
"7871","Ste12p","YJL007C"
"7872","Ste12p","NOP9"
"7873","Ste12p","PET130"
"7874","Ste12p","YJL028W"
"7875","Ste12p","SNX4"
"7876","Ste12p","LOH1"
"7877","Ste12p","NUP192"
"7878","Ste12p","YJL043W"
"7879","Ste12p","YJL045W"
"7880","Ste12p","AIM22"
"7881","Ste12p","TDH1"
"7882","Ste12p","SMC3"
"7883","Ste12p","SCP160"
"7884","Ste12p","TAX4"
"7885","Ste12p","ARG3"
"7886","Ste12p","GSM1"
"7887","Ste12p","PAM16"
"7888","Ste12p","SPT10"
"7889","Ste12p","ROQ1"
"7890","Ste12p","SET2"
"7891","Ste12p","BUD19"
"7892","Ste12p","YJL213W"
"7893","Ste12p","HXT9"
"7894","Ste12p","AVT1"
"7895","Ste12p","MET3"
"7896","Ste12p","ILV3"
"7897","Ste12p","TES1"
"7898","Ste12p","GEF1"
"7899","Ste12p","ANB1"
"7900","Ste12p","CYC1"
"7901","Ste12p","OSM1"
"7902","Ste12p","RAD7"
"7903","Ste12p","MNN14"
"7904","Ste12p","YJR079W"
"7905","Ste12p","JSN1"
"7906","Ste12p","BUD4"
"7907","Ste12p","FIP1"
"7908","Ste12p","SFC1"
"7909","Ste12p","YMR1"
"7910","Ste12p","YJR120W"
"7911","Ste12p","YJR146W"
"7912","Ste12p","HMS2"
"7913","Ste12p","DAN1"
"7914","Ste12p","AAD10"
"7915","Ste12p","CDC16"
"7916","Ste12p","AIM26"
"7917","Ste12p","RGT1"
"7918","Ste12p","MMO1"
"7919","Ste12p","PRI2"
"7920","Ste12p","STB6"
"7921","Ste12p","YKL091C"
"7922","Ste12p","PMU1"
"7923","Ste12p","APE2"
"7924","Ste12p","YKL162C"
"7925","Ste12p","STE3"
"7926","Ste12p","EAP1"
"7927","Ste12p","YKL225W"
"7928","Ste12p","DBP7"
"7929","Ste12p","BCH2"
"7930","Ste12p","YKR033C"
"7931","Ste12p","LAS1"
"7932","Ste12p","AIM29"
"7933","Ste12p","SRP40"
"7934","Ste12p","ESL2"
"7935","Ste12p","GEX2"
"7936","Ste12p","SPO75"
"7937","Ste12p","PUF3"
"7938","Ste12p","SSA2"
"7939","Ste12p","ENT4"
"7940","Ste12p","GTT2"
"7941","Ste12p","MHT1"
"7942","Ste12p","THI73"
"7943","Ste12p","SSK1"
"7944","Ste12p","TEN1"
"7945","Ste12p","YLR042C"
"7946","Ste12p","YLR053C"
"7947","Ste12p","SPT8"
"7948","Ste12p","RPL22A"
"7949","Ste12p","BMT6"
"7950","Ste12p","XDJ1"
"7951","Ste12p","GIS3"
"7952","Ste12p","ICT1"
"7953","Ste12p","YLR108C"
"7954","Ste12p","YLR111W"
"7955","Ste12p","YPS3"
"7956","Ste12p","USB1"
"7957","Ste12p","SLX4"
"7958","Ste12p","RRN5"
"7959","Ste12p","PUT1"
"7960","Ste12p","SMD3"
"7961","Ste12p","STM1"
"7962","Ste12p","RNH203"
"7963","Ste12p","YLR162W"
"7964","Ste12p","SHH4"
"7965","Ste12p","PUS5"
"7966","Ste12p","UPS2"
"7967","Ste12p","SWI6"
"7968","Ste12p","NCW2"
"7969","Ste12p","TUB4"
"7970","Ste12p","CRR1"
"7971","Ste12p","FRE1"
"7972","Ste12p","YLR217W"
"7973","Ste12p","YEF3"
"7974","Ste12p","YLR255C"
"7975","Ste12p","HAP1"
"7976","Ste12p","HSP60"
"7977","Ste12p","PDR8"
"7978","Ste12p","YCS4"
"7979","Ste12p","PIG1"
"7980","Ste12p","MCM5"
"7981","Ste12p","CTS1"
"7982","Ste12p","YLR287C"
"7983","Ste12p","ECM38"
"7984","Ste12p","ACO1"
"7985","Ste12p","YLR326W"
"7986","Ste12p","TMA10"
"7987","Ste12p","NMA1"
"7988","Ste12p","JIP3"
"7989","Ste12p","YLR334C"
"7990","Ste12p","ILV5"
"7991","Ste12p","RPS22B"
"7992","Ste12p","FBP1"
"7993","Ste12p","CSR1"
"7994","Ste12p","ART10"
"7995","Ste12p","YLR400W"
"7996","Ste12p","YLR402W"
"7997","Ste12p","SEI1"
"7998","Ste12p","YLR415C"
"7999","Ste12p","YLR416C"
"8000","Ste12p","ECM30"
"8001","Ste12p","DIF1"
"8002","Ste12p","LEU3"
"8003","Ste12p","YLR456W"
"8004","Ste12p","YLR462W"
"8005","Ste12p","TSA1"
"8006","Ste12p","RRN11"
"8007","Ste12p","IMD4"
"8008","Ste12p","HMG1"
"8009","Ste12p","UFO1"
"8010","Ste12p","YML089C"
"8011","Ste12p","ZDS2"
"8012","Ste12p","YML133C"
"8013","Ste12p","MIX17"
"8014","Ste12p","PLB1"
"8015","Ste12p","HXT2"
"8016","Ste12p","PEX9"
"8017","Ste12p","MAC1"
"8018","Ste12p","HOF1"
"8019","Ste12p","YMR057C"
"8020","Ste12p","FET3"
"8021","Ste12p","NAT4"
"8022","Ste12p","MYO5"
"8023","Ste12p","SHH3"
"8024","Ste12p","YMR122C"
"8025","Ste12p","ALD2"
"8026","Ste12p","PAI3"
"8027","Ste12p","SIP18"
"8028","Ste12p","ECM5"
"8029","Ste12p","SSO2"
"8030","Ste12p","ADD37"
"8031","Ste12p","RPL36A"
"8032","Ste12p","PEP5"
"8033","Ste12p","RNT1"
"8034","Ste12p","YHM2"
"8035","Ste12p","GTO3"
"8036","Ste12p","FET4"
"8037","Ste12p","YMR326C"
"8038","Ste12p","YNL017C"
"8039","Ste12p","SSN8"
"8040","Ste12p","BOP3"
"8041","Ste12p","SUN4"
"8042","Ste12p","NIS1"
"8043","Ste12p","PHO23"
"8044","Ste12p","MLS1"
"8045","Ste12p","DCP2"
"8046","Ste12p","THO2"
"8047","Ste12p","YNL143C"
"8048","Ste12p","ALF1"
"8049","Ste12p","MDG1"
"8050","Ste12p","YNL179C"
"8051","Ste12p","YNL194C"
"8052","Ste12p","ELA1"
"8053","Ste12p","LAP3"
"8054","Ste12p","RTC4"
"8055","Ste12p","YNL285W"
"8056","Ste12p","CAF40"
"8057","Ste12p","RFC3"
"8058","Ste12p","TOS6"
"8059","Ste12p","ATO2"
"8060","Ste12p","LRO1"
"8061","Ste12p","MNT4"
"8062","Ste12p","DSE4"
"8063","Ste12p","YNR071C"
"8064","Ste12p","HXT17"
"8065","Ste12p","MAN2"
"8066","Ste12p","PAU6"
"8067","Ste12p","PLB3"
"8068","Ste12p","YOL014W"
"8069","Ste12p","TAT2"
"8070","Ste12p","LAG2"
"8071","Ste12p","MIM1"
"8072","Ste12p","DDR2"
"8073","Ste12p","DUF1"
"8074","Ste12p","YOL106W"
"8075","Ste12p","RRI2"
"8076","Ste12p","HRP1"
"8077","Ste12p","FRE7"
